,name,distance,mass,radius
34455,2MASS J00040288-6410358,192,19,1.63
34456,LHS 102BC,,,
34457,2MASS J00242463-0158201,37.7,79,1.09
34458,2MASS J00250365+4759191AB,143,,
34459,2MASS J00274197+0503417,236,31,1.44
34460,2MASS J00275592+2219328,46.9,,
34461,2MASSW J0030300-145033,87.2,54,0.98
34462,2MASS J00332386-1521309 [de],131,29,1.43
34463,2MASS J00345157+0523050,31,42,0.94
34464,2MASS 0036+1821,28.6,42,0.94
34465,2MASSW J0045214+163445,57,23,1.62
34466,WISEP J004701.06+680352.1 [fr],40,12,1.3
34467,2MASS J00501994-3322402 [de],34,40,0.94
34468,2MASS J00034227-2822410,,,
34469,2MASS J00584253-0651239 [de],96,29,1.43
34470,CFBDS J005910.90–011401.3,30,23,
34471,2MASSI J0103320+193536,70,52,0.98
34472,SDSSp J010752.33+004156.1 [de],51,52,0.98
34473,2MASSI J0117474-340325 [de],163,20,1.62
34474,2MASS J01415823-4633574 [de],130,20,1.61
34475,SDSS J015141.69+124429.6,70,47,0.97
34476,DENIS-P J020529.0−115925A,65,,
34477,DENIS-P J020529.0−115925B,65,,
34478,DENIS-P J020529.0−115925C,65,,
34479,SDSS J020742.48+000056.2 [de],111,47,0.97
34480,2MASS J02103857-3015313,101,15,1.53
34481,2MASS J02340093-6442068,155,20,1.62
34482,2MASS J02411151-0326587 [de],152,27,1.41
34483,2MASS J02431371−2453298,35,33,0.99
34484,LP 771-21,53,78,1.08
34485,2MASS J02511327+0047364,,,
34486,2MASS J02535980+3206373,184,65,1.9
34487,WISE J0254+0223,24,65,1.9
34488,DEN 0255-4700,16.2,80,0.97
34489,2MASS J03185403-3421292 [de],45,49,0.97
34490,2MASS J03205965+1854233,47,88,1.15
34491,2MASS J03231002-4631237,192,23,1.66
34492,SDSS J032553.17+042540.1,59,45,0.95
34493,2MASS J03264225-2102057 [de],80,18,1.3
34494,2MASS J03284265+2302051 [de],98,54,0.98
34495,2MASS J03341218-4953322,27.0,73,1.04
34496,LP 944-20,20.9,73,1.43
34497,2MASP J0345432+254023,88,74,1.05
34498,Teide 1,380,55,3.78
34499,2MASS J03510004-0052452,48,102,1.27
34500,2MASS J03552337+1133437,29.8,20,1.32
34501,DENIS-P J035726.9-441730 [de],130,,
34502,2MASS J04151954−0935066,18.6,30,0.95
34503,SDSSp J042348.57-041403.5 [de],50,,
34504,2MASS J04285096-2253227 [de],85,80,1.09
34505,2MASS J04351612-1606574,34,100,1.26
34506,2MASS J04362788-4114465,142,39,1.97
34507,2MASS J04390101-2353083 [de],29.5,48,0.97
34508,2MASS J04414489+2301513,470,19,
34509,2MASS J04433764+0002040,82,22,1.78
34510,2MASS J04455387-3048204 [de],42,64,1.00
34511,2MASS J04510093-3402150 [de],69,72,1.04
34512,2MASS J05002100+0330501 [de],44,64,1.00
34513,2MASS J05012406-0010452 [de],64,21,1.38
34514,2MASS J05160945-0445499 [de],73,47,0.97
34515,2MASS J0523−1403,40,68,1.01
34516,2MASS 0532+8246,81,83,
34517,SDSS J053951.99-005902.0,41.62,61,1.01
34518,2MASS J05591914-1404488 [de],34,,
34519,LSR 0602+3910 [de],34.6,28,1.41
34520,2MASS J06085283-2753583,102,38,1.51
34521,WISEP J061135.13-041024.0A,69,65,
34522,WISEP J061135.13-041024.0B,69,53,
34523,2MASS J06244595-4521548 [de],39,56,0.99
34524,2MASS J06411840-4322329 [de],65,67,1.01
34525,DENIS-P J0652197-253450 [de],51,75,1.05
34526,2MASS J07003664+3157266 [de],40,,
34527,2MASS J07075327-4900503,60,72,1.03
34528,UGPS J072227.51-054031.2,13.4,26,0.98
34529,2MASSI J0727182+171001 [de],29.6,41,0.94
34530,2MASS J07290002-3954043 [de],25.8,37,0.94
34531,SDSS J074201.41+205520.5 [de],49,43,0.94
34532,2MASS J0746425+200032 [fr],49.6,,
34533,DENIS-P J0751164-253043 [de],55,71,1.03
34534,2MASS J07522390+1612157,60,68,2.01
34535,DENIS J081730.0-615520,16.1,44,0.94
34536,DENIS J082303.1−491201A,67,44,
34537,DENIS J082303.1−491201B,67,28,
34538,2MASS J08251968+2115521 [de],35,52,0.98
34539,SDSSp J083008.12+482847.4 [de],43,48,0.99
34540,LHS 2021,55,88,1.15
34541,SDSS J083048.80+012831.1 [de],77,46,0.96
34542,2MASSI J0835425-081923 [de],23.53,62,1.00
34543,2MASSI J0847287-153237 [de],43,64,1.00
34544,2MASS J08533619-0329321,27.6,77,1.07
34545,2MASSI J0859254-194926 [de],50,50,0.98
34546,2MASSW J0920122+351742 [de],95,,
34547,2MASSI J0937347+293142,20.0,42,0.94
34548,2MASS 0939−2448,17.4,32,0.95
34549,2MASS J09490860-1545485 [de],59,49,0.96
34550,2MASS J10073369-4555147,46,44,0.94
34551,2MASSI J1010148-040649 [de],55,51,0.98
34552,2MASSI J1017075+130839 [de],108,,
34553,SDSS J102109.69-030420.1,95,,
34554,2MASS J10224821+5825453 [de],60,27,1.41
34555,2MASSW J1036530-344138 [de],53,49,0.97
34556,2MASS J1047538+212423 [de],34.4,42,0.94
34557,Luhman 16B,6.516,43,1.02
34558,Luhman 16A,6.516,40,1.01
34559,DENIS-P J1058.7−1548,49,64,1.00
34560,TWA 28,180,36,2.39
34561,Cha 110913-773444,163,8,1.8
34562,OTS 44,554,15,
34563,SDSS J111010.01+011613.1,63,9,1.24
34564,2MASS J11145133−2618235,18.2,33,0.96
34565,TWA 26,137,30,2.20
34566,2MASSW J1146345+223053,89,,
34567,2MASS J11544223-3400390 [de],129,37,1.50
34568,2MASSW J1155395-372735 [de],31,64,1.00
34569,TWA 27A,,,
34570,TWA 27B,,,
34571,2MASS J12074836-3900043,217,17,1.71
34572,2MASSI J1217110-031113 [de],36,42,0.94
34573,2MASS J12255432-2739466,43,,
34574,DENIS-P J1228.2-1547,66,,
34575,2M 1237+6526,45.6,41,0.94
34576,2MASSW J1239272+551537 [de],119,,
34577,TWA 29,262,25,2.00
34578,SDSSp J125453.90-012247.4 [de],38,47,0.98
34579,Kelu-1A,61,63,0.98
34580,Kelu-1B,61,58,0.98
34581,2MASS J13204427+0409045,101,67,1.01
34582,SDSSp J132629.82-003831.5 [de],65,51,0.97
34583,SDSSp J134646.45-003150.4 [de],48,44,0.94
34584,2MASS J13595510-4034582,51,63,1.00
34585,ULAS J141623.94+134836.3,29.7,32,0.96
34586,SDSS J141659.78+500626.4 [de],149,59,0.99
34587,DENIS-P J142527.97-365023.4 [de],38,21,1.32
34588,LHS 2924,38.5,76,1.06
34589,2MASS J14392837+1929150,47,72,1.03
34590,LSPM J1440+1339,72,92,1.19
34591,2MASS J14482563+1031590 [de],47,59,0.99
34592,CFBDSIR 1458+10A,104,11.1,1.5
34593,CFBDSIR 1458+10B,104,9,1.3
34594,TVLM 513-46546,35.1,75,1.05
34595,2MASS 1503+2525,20.7,44,0.94
34596,CFBDS J150411+102717,71,44,0.94
34597,2MASSW J1506544+132106 [de],46,69,1.02
34598,2MASS 1507−1627,23.9,60,0.99
34599,TVLM 868-110639,53,79,1.08
34600,SDSS J151114.66+060742.9 [de],89,,
34601,2MASSW J1515008+484742 [de],34,57,0.99
34602,2MASSI J1526140+204341 [de],67,54,0.98
34603,DENIS-P J153941.96-052042.4 [de],51,63,1.00
34604,2MASS J15462718-3325111 [de],37,44,0.94
34605,2MASSW J1552591+294849 [de],68,30,1.43
34606,2MASSW J1555157-095605 [de],44,71,1.03
34607,2MASS J16150413+1340079 [de],48,42,0.94
34608,SDSSp J162414.37+002915.6 [de],36,43,0.94
34609,2MASS J16262034+3925190 [de],110,71,1.03
34610,2MASSW J1632291+190441 [de],50,49,0.97
34611,WISEPA J164715.59+563208.2,28,41,0.94
34612,LSPM J1658+7027 [de],60,73,1.04
34613,2MASSI J1726000+153819,114,24,1.40
34614,2MASSW J1728114+394859,79,,
34615,SDSSp J175032.96+175903.9,90,47,0.97
34616,2MASS J18283572-4849046,39,45,0.95
34617,LSR J1835+3259,18.5,77,1.07
34618,2MASSW J1841086+311727,138,67,1.01
34619,2MASS J18432213+4040209,46,96,1.22
34620,2MASS J20004841-7523070,105,25,1.88
34621,SDSS J204749.61-071818.3,65,46,0.96
34622,2MASSI J2057540-025230,47,70,1.02
34623,2MASSW J2101154+175658,108,,
34624,2MASSI J2104149-103736,62,69,1.02
34625,PSO J318.5−22,80,6.5,1.53
34626,HB 2124-4228,113,94,1.21
34627,2MASS J21392676+0220226,32.1,46,0.96
34628,2MASS J21481628+4003593,26.3,55,0.99
34629,2MASS J14112131-2119503,,,
34630,2MASSW J2206450-421721,93,22,1.33
34631,2MASSW J2208136+292121,154,27,1.41
34632,2MASSW J2224438-015852,38,61,0.99
34633,2MASS J22282889-4310262,35,42,0.94
34634,2MASS J22373255+3922398,64,73,1.04
34635,2MASSW J2244316+204343,56,12,1.29
34636,2MASS J23224684-3133231,56,24,1.39
34637,2MASS J23225299-6151275,148,17,1.59
34638,2MASS J23515044-2537367,67,88,1.16
34639,2MASSI J2356547-155310,74,80,1.09
34640,WISE 0005+3737,23.2,,
34641,WISE 0008-1739,87.1,,
34642,WISE 0015-4615,48.6,,
34643,WISE 0031-3840,71.8,,
34644,WISE 0032-4946,62.9,,
34645,WISE 0038+2758,36.9,,
34646,WISE 0038+8405,101.8,,
34647,WISE 0040+0900,47.6,,
34648,WISE 0049+0441,62.6,,
34649,WISE 0049+2151,24.1,,
34650,WISE 0106+1518,142.9,,
34651,WISE 0123+4142,67.2,,
34652,WISE 0135+1715,77.3,,
34653,WISE 0138-0322,57.7,,
34654,WISE 0146+4234,20.5,,
34655,WISE 0148-7202,30,,
34656,WISE 0150+3827,61.3,,
34657,WISE 0206+2640,58.4,,
34658,WISE 0221+3842,73.1,,
34659,WISE 0223-2932,47,,
34660,WISE 0226-0211,91,,
34661,WISE 0241-3653,53.8,,
34662,WISE 0245-3450,56.1,,
34663,WISE 0247+3725,57.1,,
34664,WISE 0305+3954,75,,
34665,WISE 0307+2904,82.8,,
34666,WISE 0313+7807,28,,
34667,WISE 0316+4307,106.3,,
34668,WISE 0321-7347,84.8,,
34669,WISE 0323-6025,45.3,,
34670,WISE 0325-3854,51.2,,
34671,WISE 0325+0831,36.5,,
34672,WISE 0333-5856,54.8,,
34673,WISE 0335+4310,45.7,,
34674,WISE 0336-0143,55.4,,
34675,WISE 0350-5658,17.7,,
34676,WISE 0359-5401,19.2,,
34677,WISE 0410+1502,20,6,1.17
34678,WISE 0410+1411,85.8,,
34679,WISE 0413-4750,66.2,,
34680,WISE 0448-1935,69.8,,
34681,WISE 0458+6434A,35.9,15,4.2
34682,WISE 0458+6434B,35.9,10,3.8
34683,WISE 0500-1223,47,,
34684,WISE 0513+0608,44.7,,
34685,WISE 0525+6739,98.2,,
34686,WISE 0528-3308,57.4,,
34687,WISE 0535-7500,47,,
34688,WISE 0539-1034,84.8,,
34689,WISE 0542-1628,50.6,,
34690,WISE 0607+2429,25.4,,
34691,WISE 0611-0410,57.7,,
34692,WISE 0612-4920,95.2,,
34693,WISE 0612-3036,64.9,,
34694,WISE 0614+3912,50.2,,
34695,WISE 0614+0951,51.5,,
34696,WISE 0623-0456,37.5,,
34697,WISE 0625+5646,67.2,,
34698,WISE 0627-1114,37.2,,
34699,WISE 0647-6232,28,,
34700,WISE 0656+4205,54.1,,
34701,WISE 0713-2917,23.2,,
34702,WISE 0723+3403,45.7,,
34703,WISE 0733+7544,78.3,,
34704,WISE 0734-7157,34.9,,
34705,WISE 0744+5628,47.3,,
34706,WISE 0750+2725,51.5,,
34707,WISE 0751-7634,39.1,,
34708,WISE 0759-4904,38.8,,
34709,WISE 0811-8051,32,,
34710,WISE 0812+4021,63.6,,
34711,WISE 0819-0335,46,,
34712,WISE 0821+1443,68.2,,
34713,WISE 0836-1859,72.4,,
34714,WISE 0857+5604,42.1,,
34715,WISE 0906+4735,51.5,,
34716,SDSS J000013.54+255418.6 [de],46.1,48,0.99
34717,2MASS J08283419-1309198,,,
34718,2MASS J00040288-6410358,192,19,1.63
34719,LHS 102BC,,,
34720,2MASS J00242463-0158201,37.7,79,1.09
34721,2MASS J00250365+4759191AB,143,,
34722,2MASS J00274197+0503417,236,31,1.44
34723,2MASS J00275592+2219328,46.9,,
34724,2MASSW J0030300-145033,87.2,54,0.98
34725,2MASS J00332386-1521309 [de],131,29,1.43
34726,2MASS J00345157+0523050,31,42,0.94
34727,2MASS 0036+1821,28.6,42,0.94
34728,2MASSW J0045214+163445,57,23,1.62
34729,WISEP J004701.06+680352.1 [fr],40,12,1.3
34730,2MASS J00501994-3322402 [de],34,40,0.94
34731,2MASS J00034227-2822410,,,
34732,2MASS J00584253-0651239 [de],96,29,1.43
34733,CFBDS J005910.90–011401.3,30,23,
34734,2MASSI J0103320+193536,70,52,0.98
34735,SDSSp J010752.33+004156.1 [de],51,52,0.98
34736,2MASSI J0117474-340325 [de],163,20,1.62
34737,2MASS J01415823-4633574 [de],130,20,1.61
34738,SDSS J015141.69+124429.6,70,47,0.97
34739,DENIS-P J020529.0−115925A,65,,
34740,DENIS-P J020529.0−115925B,65,,
34741,DENIS-P J020529.0−115925C,65,,
34742,SDSS J020742.48+000056.2 [de],111,47,0.97
34743,2MASS J02103857-3015313,101,15,1.53
34744,2MASS J02340093-6442068,155,20,1.62
34745,2MASS J02411151-0326587 [de],152,27,1.41
34746,2MASS J02431371−2453298,35,33,0.99
34747,LP 771-21,53,78,1.08
34748,2MASS J02511327+0047364,,,
34749,2MASS J02535980+3206373,184,65,1.9
34750,WISE J0254+0223,24,65,1.9
34751,DEN 0255-4700,16.2,80,0.97
34752,2MASS J03185403-3421292 [de],45,49,0.97
34753,2MASS J03205965+1854233,47,88,1.15
34754,2MASS J03231002-4631237,192,23,1.66
34755,SDSS J032553.17+042540.1,59,45,0.95
34756,2MASS J03264225-2102057 [de],80,18,1.3
34757,2MASS J03284265+2302051 [de],98,54,0.98
34758,2MASS J03341218-4953322,27.0,73,1.04
34759,LP 944-20,20.9,73,1.43
34760,2MASP J0345432+254023,88,74,1.05
34761,Teide 1,380,55,3.78
34762,2MASS J03510004-0052452,48,102,1.27
34763,2MASS J03552337+1133437,29.8,20,1.32
34764,DENIS-P J035726.9-441730 [de],130,,
34765,2MASS J04151954−0935066,18.6,30,0.95
34766,SDSSp J042348.57-041403.5 [de],50,,
34767,2MASS J04285096-2253227 [de],85,80,1.09
34768,2MASS J04351612-1606574,34,100,1.26
34769,2MASS J04362788-4114465,142,39,1.97
34770,2MASS J04390101-2353083 [de],29.5,48,0.97
34771,2MASS J04414489+2301513,470,19,
34772,2MASS J04433764+0002040,82,22,1.78
34773,2MASS J04455387-3048204 [de],42,64,1.00
34774,2MASS J04510093-3402150 [de],69,72,1.04
34775,2MASS J05002100+0330501 [de],44,64,1.00
34776,2MASS J05012406-0010452 [de],64,21,1.38
34777,2MASS J05160945-0445499 [de],73,47,0.97
34778,2MASS J0523−1403,40,68,1.01
34779,2MASS 0532+8246,81,83,
34780,SDSS J053951.99-005902.0,41.62,61,1.01
34781,2MASS J05591914-1404488 [de],34,,
34782,LSR 0602+3910 [de],34.6,28,1.41
34783,2MASS J06085283-2753583,102,38,1.51
34784,WISEP J061135.13-041024.0A,69,65,
34785,WISEP J061135.13-041024.0B,69,53,
34786,2MASS J06244595-4521548 [de],39,56,0.99
34787,2MASS J06411840-4322329 [de],65,67,1.01
34788,DENIS-P J0652197-253450 [de],51,75,1.05
34789,2MASS J07003664+3157266 [de],40,,
34790,2MASS J07075327-4900503,60,72,1.03
34791,UGPS J072227.51-054031.2,13.4,26,0.98
34792,2MASSI J0727182+171001 [de],29.6,41,0.94
34793,2MASS J07290002-3954043 [de],25.8,37,0.94
34794,SDSS J074201.41+205520.5 [de],49,43,0.94
34795,2MASS J0746425+200032 [fr],49.6,,
34796,DENIS-P J0751164-253043 [de],55,71,1.03
34797,2MASS J07522390+1612157,60,68,2.01
34798,DENIS J081730.0-615520,16.1,44,0.94
34799,DENIS J082303.1−491201A,67,44,
34800,DENIS J082303.1−491201B,67,28,
34801,2MASS J08251968+2115521 [de],35,52,0.98
34802,SDSSp J083008.12+482847.4 [de],43,48,0.99
34803,LHS 2021,55,88,1.15
34804,SDSS J083048.80+012831.1 [de],77,46,0.96
34805,2MASSI J0835425-081923 [de],23.53,62,1.00
34806,2MASSI J0847287-153237 [de],43,64,1.00
34807,2MASS J08533619-0329321,27.6,77,1.07
34808,2MASSI J0859254-194926 [de],50,50,0.98
34809,2MASSW J0920122+351742 [de],95,,
34810,2MASSI J0937347+293142,20.0,42,0.94
34811,2MASS 0939−2448,17.4,32,0.95
34812,2MASS J09490860-1545485 [de],59,49,0.96
34813,2MASS J10073369-4555147,46,44,0.94
34814,2MASSI J1010148-040649 [de],55,51,0.98
34815,2MASSI J1017075+130839 [de],108,,
34816,SDSS J102109.69-030420.1,95,,
34817,2MASS J10224821+5825453 [de],60,27,1.41
34818,2MASSW J1036530-344138 [de],53,49,0.97
34819,2MASS J1047538+212423 [de],34.4,42,0.94
34820,Luhman 16B,6.516,43,1.02
34821,Luhman 16A,6.516,40,1.01
34822,DENIS-P J1058.7−1548,49,64,1.00
34823,TWA 28,180,36,2.39
34824,Cha 110913-773444,163,8,1.8
34825,OTS 44,554,15,
34826,SDSS J111010.01+011613.1,63,9,1.24
34827,2MASS J11145133−2618235,18.2,33,0.96
34828,TWA 26,137,30,2.20
34829,2MASSW J1146345+223053,89,,
34830,2MASS J11544223-3400390 [de],129,37,1.50
34831,2MASSW J1155395-372735 [de],31,64,1.00
34832,TWA 27A,,,
34833,TWA 27B,,,
34834,2MASS J12074836-3900043,217,17,1.71
34835,2MASSI J1217110-031113 [de],36,42,0.94
34836,2MASS J12255432-2739466,43,,
34837,DENIS-P J1228.2-1547,66,,
34838,2M 1237+6526,45.6,41,0.94
34839,2MASSW J1239272+551537 [de],119,,
34840,TWA 29,262,25,2.00
34841,SDSSp J125453.90-012247.4 [de],38,47,0.98
34842,Kelu-1A,61,63,0.98
34843,Kelu-1B,61,58,0.98
34844,2MASS J13204427+0409045,101,67,1.01
34845,SDSSp J132629.82-003831.5 [de],65,51,0.97
34846,SDSSp J134646.45-003150.4 [de],48,44,0.94
34847,2MASS J13595510-4034582,51,63,1.00
34848,ULAS J141623.94+134836.3,29.7,32,0.96
34849,SDSS J141659.78+500626.4 [de],149,59,0.99
34850,DENIS-P J142527.97-365023.4 [de],38,21,1.32
34851,LHS 2924,38.5,76,1.06
34852,2MASS J14392837+1929150,47,72,1.03
34853,LSPM J1440+1339,72,92,1.19
34854,2MASS J14482563+1031590 [de],47,59,0.99
34855,CFBDSIR 1458+10A,104,11.1,1.5
34856,CFBDSIR 1458+10B,104,9,1.3
34857,TVLM 513-46546,35.1,75,1.05
34858,2MASS 1503+2525,20.7,44,0.94
34859,CFBDS J150411+102717,71,44,0.94
34860,2MASSW J1506544+132106 [de],46,69,1.02
34861,2MASS 1507−1627,23.9,60,0.99
34862,TVLM 868-110639,53,79,1.08
34863,SDSS J151114.66+060742.9 [de],89,,
34864,2MASSW J1515008+484742 [de],34,57,0.99
34865,2MASSI J1526140+204341 [de],67,54,0.98
34866,DENIS-P J153941.96-052042.4 [de],51,63,1.00
34867,2MASS J15462718-3325111 [de],37,44,0.94
34868,2MASSW J1552591+294849 [de],68,30,1.43
34869,2MASSW J1555157-095605 [de],44,71,1.03
34870,2MASS J16150413+1340079 [de],48,42,0.94
34871,SDSSp J162414.37+002915.6 [de],36,43,0.94
34872,2MASS J16262034+3925190 [de],110,71,1.03
34873,2MASSW J1632291+190441 [de],50,49,0.97
34874,WISEPA J164715.59+563208.2,28,41,0.94
34875,LSPM J1658+7027 [de],60,73,1.04
34876,2MASSI J1726000+153819,114,24,1.40
34877,2MASSW J1728114+394859,79,,
34878,SDSSp J175032.96+175903.9,90,47,0.97
34879,2MASS J18283572-4849046,39,45,0.95
34880,LSR J1835+3259,18.5,77,1.07
34881,2MASSW J1841086+311727,138,67,1.01
34882,2MASS J18432213+4040209,46,96,1.22
34883,2MASS J20004841-7523070,105,25,1.88
34884,SDSS J204749.61-071818.3,65,46,0.96
34885,2MASSI J2057540-025230,47,70,1.02
34886,2MASSW J2101154+175658,108,,
34887,2MASSI J2104149-103736,62,69,1.02
34888,PSO J318.5−22,80,6.5,1.53
34889,HB 2124-4228,113,94,1.21
34890,2MASS J21392676+0220226,32.1,46,0.96
34891,2MASS J21481628+4003593,26.3,55,0.99
34892,2MASS J14112131-2119503,,,
34893,2MASSW J2206450-421721,93,22,1.33
34894,2MASSW J2208136+292121,154,27,1.41
34895,2MASSW J2224438-015852,38,61,0.99
34896,2MASS J22282889-4310262,35,42,0.94
34897,2MASS J22373255+3922398,64,73,1.04
34898,2MASSW J2244316+204343,56,12,1.29
34899,2MASS J23224684-3133231,56,24,1.39
34900,2MASS J23225299-6151275,148,17,1.59
34901,2MASS J23515044-2537367,67,88,1.16
34902,2MASSI J2356547-155310,74,80,1.09
34903,WISE 0005+3737,23.2,,
34904,WISE 0008-1739,87.1,,
34905,WISE 0015-4615,48.6,,
34906,WISE 0031-3840,71.8,,
34907,WISE 0032-4946,62.9,,
34908,WISE 0038+2758,36.9,,
34909,WISE 0038+8405,101.8,,
34910,WISE 0040+0900,47.6,,
34911,WISE 0049+0441,62.6,,
34912,WISE 0049+2151,24.1,,
34913,WISE 0106+1518,142.9,,
34914,WISE 0123+4142,67.2,,
34915,WISE 0135+1715,77.3,,
34916,WISE 0138-0322,57.7,,
34917,WISE 0146+4234,20.5,,
34918,WISE 0148-7202,30,,
34919,WISE 0150+3827,61.3,,
34920,WISE 0206+2640,58.4,,
34921,WISE 0221+3842,73.1,,
34922,WISE 0223-2932,47,,
34923,WISE 0226-0211,91,,
34924,WISE 0241-3653,53.8,,
34925,WISE 0245-3450,56.1,,
34926,WISE 0247+3725,57.1,,
34927,WISE 0305+3954,75,,
34928,WISE 0307+2904,82.8,,
34929,WISE 0313+7807,28,,
34930,WISE 0316+4307,106.3,,
34931,WISE 0321-7347,84.8,,
34932,WISE 0323-6025,45.3,,
34933,WISE 0325-3854,51.2,,
34934,WISE 0325+0831,36.5,,
34935,WISE 0333-5856,54.8,,
34936,WISE 0335+4310,45.7,,
34937,WISE 0336-0143,55.4,,
34938,WISE 0350-5658,17.7,,
34939,WISE 0359-5401,19.2,,
34940,WISE 0410+1502,20,6,1.17
34941,WISE 0410+1411,85.8,,
34942,WISE 0413-4750,66.2,,
34943,WISE 0448-1935,69.8,,
34944,WISE 0458+6434A,35.9,15,4.2
34945,WISE 0458+6434B,35.9,10,3.8
34946,WISE 0500-1223,47,,
34947,WISE 0513+0608,44.7,,
34948,WISE 0525+6739,98.2,,
34949,WISE 0528-3308,57.4,,
34950,WISE 0535-7500,47,,
34951,WISE 0539-1034,84.8,,
34952,WISE 0542-1628,50.6,,
34953,WISE 0607+2429,25.4,,
34954,WISE 0611-0410,57.7,,
34955,WISE 0612-4920,95.2,,
34956,WISE 0612-3036,64.9,,
34957,WISE 0614+3912,50.2,,
34958,WISE 0614+0951,51.5,,
34959,WISE 0623-0456,37.5,,
34960,WISE 0625+5646,67.2,,
34961,WISE 0627-1114,37.2,,
34962,WISE 0647-6232,28,,
34963,WISE 0656+4205,54.1,,
34964,WISE 0713-2917,23.2,,
34965,WISE 0723+3403,45.7,,
34966,WISE 0733+7544,78.3,,
34967,WISE 0734-7157,34.9,,
34968,WISE 0744+5628,47.3,,
34969,WISE 0750+2725,51.5,,
34970,WISE 0751-7634,39.1,,
34971,WISE 0759-4904,38.8,,
34972,WISE 0811-8051,32,,
34973,WISE 0812+4021,63.6,,
34974,WISE 0819-0335,46,,
34975,WISE 0821+1443,68.2,,
34976,WISE 0836-1859,72.4,,
34977,WISE 0857+5604,42.1,,
34978,WISE 0906+4735,51.5,,
34979,WISE 0929+0409,64.9,,
34980,SDSS J000013.54+255418.6 [de],46.1,48,0.99
34981,2MASS J08283419-1309198,,,
34982,2MASS J00040288-6410358,192,19,1.63
34983,LHS 102BC,,,
34984,2MASS J00242463-0158201,37.7,79,1.09
34985,2MASS J00250365+4759191AB,143,,
34986,2MASS J00274197+0503417,236,31,1.44
34987,2MASS J00275592+2219328,46.9,,
34988,2MASSW J0030300-145033,87.2,54,0.98
34989,2MASS J00332386-1521309 [de],131,29,1.43
34990,2MASS J00345157+0523050,31,42,0.94
34991,2MASS 0036+1821,28.6,42,0.94
34992,2MASSW J0045214+163445,57,23,1.62
34993,WISEP J004701.06+680352.1 [fr],40,12,1.3
34994,2MASS J00501994-3322402 [de],34,40,0.94
34995,2MASS J00034227-2822410,,,
34996,2MASS J00584253-0651239 [de],96,29,1.43
34997,CFBDS J005910.90–011401.3,30,23,
34998,2MASSI J0103320+193536,70,52,0.98
34999,SDSSp J010752.33+004156.1 [de],51,52,0.98
35000,2MASSI J0117474-340325 [de],163,20,1.62
35001,2MASS J01415823-4633574 [de],130,20,1.61
35002,SDSS J015141.69+124429.6,70,47,0.97
35003,DENIS-P J020529.0−115925A,65,,
35004,DENIS-P J020529.0−115925B,65,,
35005,DENIS-P J020529.0−115925C,65,,
35006,SDSS J020742.48+000056.2 [de],111,47,0.97
35007,2MASS J02103857-3015313,101,15,1.53
35008,2MASS J02340093-6442068,155,20,1.62
35009,2MASS J02411151-0326587 [de],152,27,1.41
35010,2MASS J02431371−2453298,35,33,0.99
35011,LP 771-21,53,78,1.08
35012,2MASS J02511327+0047364,,,
35013,2MASS J02535980+3206373,184,65,1.9
35014,WISE J0254+0223,24,65,1.9
35015,DEN 0255-4700,16.2,80,0.97
35016,2MASS J03185403-3421292 [de],45,49,0.97
35017,2MASS J03205965+1854233,47,88,1.15
35018,2MASS J03231002-4631237,192,23,1.66
35019,SDSS J032553.17+042540.1,59,45,0.95
35020,2MASS J03264225-2102057 [de],80,18,1.3
35021,2MASS J03284265+2302051 [de],98,54,0.98
35022,2MASS J03341218-4953322,27.0,73,1.04
35023,LP 944-20,20.9,73,1.43
35024,2MASP J0345432+254023,88,74,1.05
35025,Teide 1,380,55,3.78
35026,2MASS J03510004-0052452,48,102,1.27
35027,2MASS J03552337+1133437,29.8,20,1.32
35028,DENIS-P J035726.9-441730 [de],130,,
